Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Mitigation Finance ($ million),Adaptation Finance ($ million),Type of Financing,Currency,Project URL,,,,,,,
14-Dec-2022,42173-017,Water Flagship Program Support Project,BHU,Bhutan,South Asia,SARD,SAUW,Sovereign,23.800,Project Loan,Loan,4281,ADB funds,Concessional OCR,14.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,,1.980,Investment,USD,https://www.adb.org/projects/42173-017/main,,,,,,,
14-Dec-2022,42173-017,Water Flagship Program Support Project,BHU,Bhutan,South Asia,SARD,SAUW,Sovereign,,Project Loan,Loan,4281,ADB funds,Concessional OCR,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Medium,,4.620,Investment,USD,https://www.adb.org/projects/42173-017/main,,,,,,,
14-Dec-2022,42173-017,Water Flagship Program Support Project,BHU,Bhutan,South Asia,SARD,SAUW,Sovereign,,Project Loan,Grant,0874,ADB funds,ADF,6.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,,1.300,Investment,USD,https://www.adb.org/projects/42173-017/main,,,,,,,
14-Dec-2022,42173-017,Water Flagship Program Support Project,BHU,Bhutan,South Asia,SARD,SAUW,Sovereign,,Project Loan,Grant,0874,ADB funds,ADF,,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Medium,,2.800,Investment,USD,https://www.adb.org/projects/42173-017/main,,,,,,,
14-Dec-2022,42173-017,Water Flagship Program Support Project,BHU,Bhutan,South Asia,SARD,SAUW,Sovereign,,Project Loan,Grant,9233,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,Water and other urban infrastructure and services,"Agriculture, natural resources and rural development",Adaptation,Medium,,1.500,Investment,USD,https://www.adb.org/projects/42173-017/main,,,,,,,
26-Dec-2022,42180-019,Third Public-Private Infrastructure Development Facility-Tranche 2,BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,695.725,MFF-Tranche (Loan),Loan,4254,ADB funds,OCR,262.290,Finance,Finance,Dual-use,Low,15.350,26.230,Investment,USD,https://www.adb.org/projects/42180-019/main,,,,,,,
26-Dec-2022,42180-019,Third Public-Private Infrastructure Development Facility-Tranche 2,BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,,MFF-Tranche (Loan),Loan,4255,ADB funds,Concessional OCR,16.000,Finance,Finance,Dual-use,Low,11.200,1.600,Investment,USD,https://www.adb.org/projects/42180-019/main,,,,,,,
1-Mar-2022,44167-015,Flood and Riverbank Erosion Risk Management Investment Program - Tranche 2,BAN,Bangladesh,South Asia,SARD,SAER,Sovereign,212.800,MFF-Tranche (Loan),Loan,4107,ADB funds,Concessional OCR,157.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,47.402,Investment,USD,https://www.adb.org/projects/44167-015/main,,,,,,,
1-Mar-2022,44167-015,Flood and Riverbank Erosion Risk Management Investment Program - Tranche 2,BAN,Bangladesh,South Asia,SARD,SAER,Sovereign,,MFF-Tranche (Loan),Grant,0799,Cofinancing (Full administration),Netherlands,17.890,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,,,Investment,USD,https://www.adb.org/projects/44167-015/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,0.237,Energy,Energy,Dual-use,Low,0.034,0.012,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,"Agriculture, natural resources and rural development",Dual-use,Low,0.004,0.051,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Education,Dual-use,Low,0.003,0.007,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Finance,Dual-use,Low,0.003,0.006,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Health,Dual-use,Low,0.005,0.005,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Industry and trade,Dual-use,Low,0.009,0.000,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Public sector management,Dual-use,Low,0.005,0.004,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Transport,Dual-use,Low,0.022,0.015,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
3-Oct-2022,46470-003,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,REG (South Asia),Regional (South Asia),South Asia,SARD,SAOD,Sovereign,,TRTA,Technical assistance,9700,ADB funds,Technical Assistance Special Fund,,Energy,Water and other urban infrastructure and services,Dual-use,Low,0.007,0.038,Technical assistance,USD,https://www.adb.org/projects/46470-003/main,,,,,,,
7-Nov-2022,48218-006,Nuts and Fruits in Hilly Areas Project,NEP,Nepal,South Asia,SARD,SAER,Sovereign,96.450,Project loan,Loan,4211,ADB funds,Concessional OCR,60.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,High,21.010,32.920,Investment,USD,https://www.adb.org/projects/48218-006/main,,,,,,,
7-Nov-2022,48218-006,Nuts and Fruits in Hilly Areas Project,NEP,Nepal,South Asia,SARD,SAER,Sovereign,,Project loan,Grant,0845,ADB funds,ADF,10.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,High,,2.170,Investment,USD,https://www.adb.org/projects/48218-006/main,,,,,,,
7-Nov-2022,48218-006,Nuts and Fruits in Hilly Areas Project,NEP,Nepal,South Asia,SARD,SAER,Sovereign,,Project loan,Grant,0846,Cofinancing (Full administration),Global Agriculture and Food Security Program,9.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,High,0.480,5.190,Investment,USD,https://www.adb.org/projects/48218-006/main,,,,,,,
27-Dec-2022,49107-010,Tamil Nadu Urban Flagship Investment Program Tranche 3,IND,India,South Asia,SARD,SAUW,Sovereign,193.500,MFF-Tranche (Loan),Loan,4253,ADB funds,OCR,125.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,31.320,32.750,Investment,USD,https://www.adb.org/projects/49107-010/main,,,,,,,
16-Aug-2022,49107-012,Integrated Urban Flood Management for the Chennai-Kosasthalaiyar Basin Project - Additional Financing,IND,India,South Asia,SARD,SAUW,Sovereign,9.490,Grant projects,Grant,0836,Cofinancing (Full administration),Global Environment Facility,6.880,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,High,,6.880,Investment,USD,https://www.adb.org/projects/49107-012/main,,,,,,,
23-Dec-2022,49107-013,Integrated Urban Flood Management for the Chennai-Kosasthalaiyar Basin Project - Additional Financing,IND,India,South Asia,SARD,SAUW,Sovereign,2.280,Project grant,Grant,9232,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,,0.060,Investment,USD,https://www.adb.org/projects/49107-013/main,,,,,,,
20-Dec-2022,49228-004,Rajasthan State Highway Investment Program - Tranche 3,IND,India,South Asia,SARD,SATC,Sovereign,158.100,MFF-Tranche (Loan),Loan,4262,ADB funds,OCR,110.000,Transport,Transport,Dual-use,High,1.130,22.490,Investment,USD,https://www.adb.org/projects/49228-004/main,,,,,,,
27-Dec-2022,49424-002,Supporting the School Education Sector Plan,NEP,Nepal,South Asia,SARD,SAHS/NRM,Sovereign,"3,584.700",Results Based Lending,Loan,4269,ADB funds,Concessional OCR,200.000,Education,Education,Adaptation,Medium,,35.000,Investment,USD,https://www.adb.org/projects/49424-002/main,,,,,,,
31-Dec-2022,49424-002,Enhanced Policy and Program Implementation in School Education (attached TA to Supporting the School Education Sector Plan),NEP,Nepal,South Asia,SARD,SAHS/NRM,Sovereign,,TRTA,Technical assistance,10012,ADB funds,Technical Assistance Special Fund,1.000,Education,,Adaptation,Medium,,,Technical assistance,USD,https://www.adb.org/projects/49424-002/main,,,,,,,
31-Dec-2022,49424-002,Enhanced Policy and Program Implementation in School Education (attached TA to Supporting the School Education Sector Plan),NEP,Nepal,South Asia,SARD,SAHS/NRM,Sovereign,,TRTA,Technical assistance,10012,Cofinancing (Full administration),Norway,0.600,Education,,Adaptation,Medium,,,Technical assistance,USD,https://www.adb.org/projects/49424-002/main,,,,,,,
28-Feb-2022,50349-003,Enhancing Small and Medium-Sized Enterprises Financial Services Outreach,SRI,Sri Lanka,South Asia,SARD,SAPF,Sovereign,0.800,TRTA,Technical assistance,6903,ADB funds,Technical Assistance Special Fund,0.500,Finance,Finance,Adaptation,Low,,0.071,Technical assistance,USD,https://www.adb.org/projects/50349-003/main,,,,,,,
28-Feb-2022,50349-003,Enhancing Small and Medium-Sized Enterprises Financial Services Outreach,SRI,Sri Lanka,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6903,ADB funds,Financial Sector Development Partnership Special Fund,0.300,Finance,Finance,Adaptation,Low,,0.030,Technical assistance,USD,https://www.adb.org/projects/50349-003/main,,,,,,,
6-Dec-2022,51269-003,Microenterprise Financing and Credit Enhancement Project,BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,201.000,Development financing institution,Loan,4247,ADB funds,Concessional OCR,200.000,Finance,Finance,Adaptation,Low,,91.000,Investment,USD,https://www.adb.org/projects/51269-003/main,,,,,,,
29-Dec-2022,51269-003,Institutional Strengthening for Microenterprise Financing (attached TA to Microenterprise Financing and Credit Enhancement Project),BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6990,ADB funds,Technical Assistance Special Fund,0.800,Finance,,Adaptation,Low,,,Technical assistance,USD,https://www.adb.org/projects/51269-003/main,,,,,,,
29-Dec-2022,51269-003,Institutional Strengthening for Microenterprise Financing (attached TA to Microenterprise Financing and Credit Enhancement Project),BAN,Bangladesh,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6990,ADB funds,Financial Sector Development Partnership Special Fund,0.200,Finance,,Adaptation,Low,,,Technical assistance,USD,https://www.adb.org/projects/51269-003/main,,,,,,,
30-Dec-2022,51308-009,Tripura Power Distribution Strengthening and Generation Efficiency Improvement Project,IND,India,South Asia,SARD,SAEN,Sovereign,277.400,Project loan,Loan,4248,ADB funds,OCR,220.000,Energy,Energy,Dual-use,Medium,129.710,74.440,Investment,USD,https://www.adb.org/projects/51308-009/main,,,,,,,
29-Jun-2022,52174-002,Emergency Assistance Project – Additional Financing,BAN,Bangladesh,South Asia,SARD,BRM,Sovereign,83.890,Special assistance grant,Loan,4192,ADB funds,Concessional OCR,30.000,Water and other urban infrastructure and services,Transport,Dual-use,High,,2.300,Investment,USD,https://www.adb.org/projects/52174-002/main,,,,,,,
29-Jun-2022,52174-002,Emergency Assistance Project – Additional Financing,BAN,Bangladesh,South Asia,SARD,BRM,Sovereign,,Special assistance grant,Grant,0837,ADB funds,ADF,41.400,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,High,4.600,10.520,Investment,USD,https://www.adb.org/projects/52174-002/main,,,,,,,
18-Nov-2022,52227-001,Deploying Solar Systems at Scale,REG (South Asia),Bangladesh; Bhutan; India; Maldives; Nepal; Sri Lanka; Regional,South Asia,SARD,SAEN,Sovereign,1.500,KSTA,Technical assistance,9742,Cofinancing (Full administration),High Level Technology Fund,1.500,Energy,Energy,Mitigation,Low,1.500,,Technical assistance,USD,https://www.adb.org/projects/52227-001/main,,,,,,,
29-Dec-2022,52234-002,Chennai Metro Rail Investment Project - Tranche 1,IND,India,South Asia,SARD,SATC,Sovereign,"2,832.820",MFF-Tranche (Loan),Loan,4273,ADB funds,OCR,350.000,Transport,Transport,Dual-use,Medium,301.870,48.130,Investment,USD,https://www.adb.org/projects/52234-002/main,,,,,,,
29-Dec-2022,52234-002,Enhancing Urban Mobility and Livability of the Chennai Metropolitan Area (attached TA to Chennai Metro Rail Investment Project - Tranche 1),IND,India,South Asia,SARD,SATC,Sovereign,,TRTA,Technical assistance,10031,ADB funds,Technical Assistance Special Fund,1.000,Transport,,Dual-use,Medium,,,Technical assistance,USD,https://www.adb.org/projects/52234-002/main,,,,,,,
7-Oct-2022,52246-002,Strengthening the Institutional Capacity of the National Water Supply and Drainage Board,SRI,Sri Lanka,South Asia,SARD,SAUW,Sovereign,1.000,KSTA,Technical assistance,6962,ADB funds,Technical Assistance Special Fund,1.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,,0.400,Technical assistance,USD,https://www.adb.org/projects/52246-002/main,,,,,,,
30-Dec-2022,52298-002,Connecting Economic Clusters for Inclusive Growth in Maharashtra,IND,India,South Asia,SARD,SATC,Sovereign,505.000,Project loan,Loan,4242,ADB funds,OCR,350.000,Transport,Transport,Dual-use,High,4.670,90.480,Investment,USD,https://www.adb.org/projects/52298-002/main,,,,,,,
16-Aug-2022,53067-005,Himachal Pradesh Rural Drinking Water Improvement and Livelihood Project,IND,India,South Asia,SARD,SAUW,Sovereign,139.100,Sector loan,Loan,4196,ADB funds,OCR,96.300,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,6.700,32.090,Investment,USD,https://www.adb.org/projects/53067-005/main,,,,,,,
15-Jun-2022,53260-001,South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program,BAN,Bangladesh,South Asia,SARD,SARC,Sovereign,152.540,SDP - Project loan,Loan,4177,ADB funds,Concessional OCR,90.000,Industry and trade,Industry and trade,Dual-use,Medium,30.000,,Investment,USD,https://www.adb.org/projects/53260-001/main,,,,,,,
15-Jun-2022,53260-001,South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program,BAN,Bangladesh,South Asia,SARD,SARC,Sovereign,,SDP - Project loan,Loan,4178,ADB funds,Concessional OCR,53.000,Industry and trade,Industry and trade,Dual-use,Medium,1.210,4.050,Investment,USD,https://www.adb.org/projects/53260-001/main,,,,,,,
29-Dec-2022,53260-001,Supporting the South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program (Attached TA to South Asia Subregional Economic Cooperation Integrated Trade Facilitation Sector Development Program),BAN,Bangladesh,South Asia,SARD,SARC,Sovereign,,TRTA,Technical assistance,6911,ADB funds,Technical Assistance Special Fund,1.500,Industry and trade,,Dual-use,Medium,,,Technical assistance,USD,https://www.adb.org/projects/53260-001/main,,,,,,,
28-Dec-2022,53335-001,Assam South Asia Subregional Economic Cooperation Corridor Connectivity Improvement Project,IND,India,South Asia,SARD,SATC,Sovereign,500.000,Project loan,Loan,4265,ADB funds,OCR,300.000,Transport,Transport,Adaptation,High,,75.396,Investment,USD,https://www.adb.org/projects/53335-001/main,,,,,,,
12-Oct-2022,54131-002,Strengthening Capacity to Design and Implement Energy Sector Projects,MLD,Maldives,South Asia,SARD,SAEN,Sovereign,1.000,TRTA,Technical assistance,6603,ADB funds,Technical Assistance Special Fund,1.000,Energy,Energy,Dual-use,Low,0.700,0.200,Technical assistance,USD,https://www.adb.org/projects/54131-002/main,,,,,,,
10-Nov-2022,54142-001,Renewable Energy for Climate Resilience Project,BHU,Bhutan,South Asia,SARD,SAEN,Sovereign,19.250,Project loan,Loan,4231,ADB funds,Concessional OCR,8.260,Energy,Energy,Adaptation,Medium,,8.260,Investment,USD,https://www.adb.org/projects/54142-001/main,,,,,,,
10-Nov-2022,54142-001,Renewable Energy for Climate Resilience Project,BHU,Bhutan,South Asia,SARD,SAEN,Sovereign,,Project loan,Grant,0855,ADB funds,ADF,10.000,Energy,Energy,Adaptation,Medium,,10.000,Investment,USD,https://www.adb.org/projects/54142-001/main,,,,,,,
21-Dec-2022,54373-001,Strengthening Gender Inclusive Initiatives Project,MLD,Maldives,South Asia,SARD,SAUW,Sovereign,10.940,Project grant,Grant,0867,ADB funds,ADF,7.510,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Medium,0.010,3.020,Investment,USD,https://www.adb.org/projects/54373-001/main,,,,,,,
21-Dec-2022,54373-001,Capacity Building for the Strengthening Gender Inclusive Initiatives Project (attached TA to Strengthening Gender Inclusive Initiatives Project),MLD,Maldives,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,10006,ADB funds,Technical Assistance Special Fund,0.500,Water and other urban infrastructure and services,,Dual-use,Medium,,,Technical assistance,USD,https://www.adb.org/projects/54373-001/main,,,,,,,
21-Dec-2022,54373-001,Capacity Building for the Strengthening Gender Inclusive Initiatives Project (attached TA to Strengthening Gender Inclusive Initiatives Project),MLD,Maldives,South Asia,SARD,SAUW,Sovereign,,TRTA,Technical assistance,10006,ADB funds,Japan Special Fund,2.000,Water and other urban infrastructure and services,,Dual-use,Medium,,,Technical assistance,USD,https://www.adb.org/projects/54373-001/main,,,,,,,
14-Jun-2022,55041-003,Strengthening Social Resilience Program (Subprogram 2),BAN,Bangladesh,South Asia,SARD,SAHS,Sovereign,500.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4187,ADB funds,OCR,250.000,Public sector management,Public sector management,Adaptation,Low,,7.600,Investment,USD,https://www.adb.org/projects/55041-003/main,,,,,,,
14-Jun-2022,55041-003,Strengthening Social Resilience Program (Subprogram 2),BAN,Bangladesh,South Asia,SARD,SAHS,Sovereign,,Programmatic Approach Policy-Based Lending (Loan),Loan,4187,ADB funds,OCR,,Public sector management,Finance,Adaptation,Low,,2.000,Investment,USD,https://www.adb.org/projects/55041-003/main,,,,,,,
27-Sep-2022,55086-001,Responsive COVID-19 Vaccination for Recovery Project under the Asia Pacific Vaccine Access Facility,MLD,Maldives,South Asia,SARD,SAHS; SARC,Sovereign,10.770,Asia Pacific Vaccine Access Facility,Grant,0848,ADB funds,ADF,10.000,Health,Health,Dual-use,High,0.725,0.713,Investment,USD,https://www.adb.org/projects/55086-001/main,,,,,,,
27-Dec-2022,55092-001,Strengthening Systems to Protect and Uplift Women Project,NEP,Nepal,South Asia,SARD,SAHS,Sovereign,19.500,Project grant,Grant,0864,ADB funds,ADF,12.000,Public sector management,Public sector management,Dual-use,Low,0.253,0.550,Investment,USD,https://www.adb.org/projects/55092-001/main,,,,,,,
31-Dec-2022,55092-001,Support for Strengthening Systems to Protect and Uplift Women Project (attached TA to Strengthening Systems to Protect and Uplift Women Project),NEP,Nepal,South Asia,SARD,SAHS,Sovereign,,TRTA,Technical assistance,6998,ADB funds,Technical Assistance Special Fund,1.500,Public sector management,,Dual-use,Low,,,Technical assistance,USD,https://www.adb.org/projects/55092-001/main,,,,,,,
23-Dec-2022,55154-001,Strengthening Multimodal and Integrated Logistics Ecosystem Program (Subprogram 1),IND,India,South Asia,SARD,SAPF,Sovereign,350.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4275,ADB funds,OCR,250.000,Transport,Transport,Mitigation,Low,113.600,,Investment,USD,https://www.adb.org/projects/55154-001/main,,,,,,,
26-Dec-2022,55201-001,Coastal Towns Climate Resilience Project,BAN,Bangladesh,South Asia,SARD,SAUW,Sovereign,310.000,Sector loan,Loan,4238,ADB funds,OCR,96.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,High,,62.000,Investment,USD,https://www.adb.org/projects/55201-001/main,,,,,,,
26-Dec-2022,55201-001,Coastal Towns Climate Resilience Project,BAN,Bangladesh,South Asia,SARD,SAUW,Sovereign,,Sector loan,Loan,4238,ADB funds,OCR,,Water and other urban infrastructure and services,Transport,Dual-use,High,,22.000,Investment,USD,https://www.adb.org/projects/55201-001/main,,,,,,,
26-Dec-2022,55201-001,Coastal Towns Climate Resilience Project,BAN,Bangladesh,South Asia,SARD,SAUW,Sovereign,,Sector loan,Loan,4237,ADB funds,Concessional OCR,150.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,High,1.200,104.700,Investment,USD,https://www.adb.org/projects/55201-001/main,,,,,,,
26-Dec-2022,55201-001,Coastal Towns Climate Resilience Project,BAN,Bangladesh,South Asia,SARD,SAUW,Sovereign,,Sector loan,Loan,4237,ADB funds,Concessional OCR,,Water and other urban infrastructure and services,Transport,Dual-use,High,,33.300,Investment,USD,https://www.adb.org/projects/55201-001/main,,,,,,,
26-Dec-2022,55201-001,Coastal Towns Climate Resilience Project,BAN,Bangladesh,South Asia,SARD,SAUW,Sovereign,,Sector loan,Grant,0858,ADB funds,ADF,4.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,High,,4.000,Investment,USD,https://www.adb.org/projects/55201-001/main,,,,,,,
11-Jun-2022,56001-001,Master Plan for National Highways Connectivity,BHU,Bhutan,South Asia,SARD,SATC,Sovereign,2.000,KSTA,Technical assistance,6916,ADB funds,Technical Assistance Special Fund,2.000,Transport,Transport,Adaptation,Low,,0.020,Technical assistance,USD,https://www.adb.org/projects/56001-001/main,,,,,,,
18-Oct-2022,56010-001,Fiscal Sustainability and Green Recovery Program (Subprogram 1),BHU,Bhutan,South Asia,SARD,SAPF,Sovereign,38.350,Programmatic Approach Policy-Based Lending (Loan),Loan,4229,ADB funds,Concessional OCR,37.350,Public sector management,Public sector management,Dual-use,Low,6.790,3.400,Investment,USD,https://www.adb.org/projects/56010-001/main,,,,,,,
1-Nov-2022,56010-001,Fiscal Sustainability and Green Recovery Program (Subprogram 1),BHU,Bhutan,South Asia,SARD,SAPF,Sovereign,,TRTA,Technical assistance,6971,ADB funds,Technical Assistance Special Fund,1.000,Public sector management,,Dual-use,Low,,,Technical assistance,USD,https://www.adb.org/projects/56010-001/main,,,,,,,
4-Dec-2022,56088-001,Supporting Education Sector Projects,BAN,Bangladesh,South Asia,SARD,SAHS,Sovereign,1.500,TRTA,Technical assistance,6950,ADB funds,Technical Assistance Special Fund,1.500,Education,Education,Adaptation,Low,,0.030,Technical assistance,USD,https://www.adb.org/projects/56088-001/main,,,,,,,
7-Dec-2022,56096-001,South Asia Subregional Economic Cooperation Green Fuel Development Initiative,REG (South Asia),Regional (South Asia),South Asia,SARD,SAEN,Sovereign,2.000,KSTA,Technical assistance,10020,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,2.000,Energy,Energy,Mitigation,Low,2.000,,Technical assistance,USD,https://www.adb.org/projects/56096-001/main,,,,,,,
25-Oct-2022,56105-001,Strengthening Capacity to Design and Implement Climate Resilience Projects Facility,BAN; BHU; MLD; NEP; REG; SRI,Bangladesh; Bhutan; Maldives; Nepal; Regional (South Asia); Sri Lanka,South Asia,SARD,SAER,Sovereign,3.450,TRTA,Technical assistance,6977,ADB funds,Technical Assistance Special Fund,2.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,2.000,Technical assistance,USD,https://www.adb.org/projects/56105-001/main,,,,,,,
25-Oct-2022,56105-001,Strengthening Capacity to Design and Implement Climate Resilience Projects Facility,BAN; BHU; MLD; NEP; REG; SRI,Bangladesh; Bhutan; Maldives; Nepal; Regional (South Asia); Sri Lanka,South Asia,SARD,SAER,Sovereign,,TRTA,Technical assistance,6977,ADB funds,Climate Change Fund,0.750,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.750,Technical assistance,USD,https://www.adb.org/projects/56105-001/main,,,,,,,
25-Oct-2022,56105-001,Strengthening Capacity to Design and Implement Climate Resilience Projects Facility,BAN; BHU; MLD; NEP; REG; SRI,Bangladesh; Bhutan; Maldives; Nepal; Regional (South Asia); Sri Lanka,South Asia,SARD,SAER,Sovereign,,TRTA,Technical assistance,6977,Cofinancing (Full administration),Ireland Trust Fund for Building Climate Change and Disaster Resilience in Small Island Developing States,0.700,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,,0.700,Technical assistance,USD,https://www.adb.org/projects/56105-001/main,,,,,,,
27-Dec-2022,56163-001,Promoting Energy Security and Transition Project,BHU,Bhutan,South Asia,SARD,SAEN,Sovereign,1.000,KSTA,Technical assistance,10008,ADB funds,Technical Assistance Special Fund,1.000,Energy,Energy,Dual-use,Low,0.800,0.200,Technical assistance,USD,https://www.adb.org/projects/56163-001/main,,,,,,,
9-Sep-2022,56175-001,Food Security and Livelihood Recovery Emergency Assistance Project,SRI,Sri Lanka,South Asia,SARD,SAHS,Sovereign,478.360,Special assistance loan,Loan,4205,ADB funds,OCR,200.000,Public sector management,Public sector management,Adaptation,Low,,1.559,Investment,USD,https://www.adb.org/projects/56175-001/main,,,,,,,
9-Sep-2022,56175-001,Food Security and Livelihood Recovery Emergency Assistance Project,SRI,Sri Lanka,South Asia,SARD,SAHS,Sovereign,,Special assistance loan,Loan,4205,ADB funds,OCR,,Public sector management,"Agriculture, natural resources and rural development",Adaptation,Low,,1.873,Investment,USD,https://www.adb.org/projects/56175-001/main,,,,,,,
9-Sep-2022,56175-001,Food Security and Livelihood Recovery Emergency Assistance Project,SRI,Sri Lanka,South Asia,SARD,SAHS,Sovereign,,Special assistance loan,Grant,9229,Cofinancing (Full administration),Japan Fund for Prosperous and Resilient Asia and the Pacific,3.000,Public sector management,"Agriculture, natural resources and rural development",Adaptation,Low,,0.864,Investment,USD,https://www.adb.org/projects/56175-001/main,,,,,,,
14-Jun-2022,CCFADC00055,Scaling up “Type 2” adaptation and resilience projects in SAER’s operations,REG (South Asia),Regional (South Asia),South Asia,SARD,SAER,Sovereign,0.190,Direct charge,Other, CCFADC00055,ADB funds,Climate Change Fund,0.190,Multisector,Multisector,Adaptation,,,0.190,Direct Charge,USD,,,,,,,,
